"Tipo","Numero","Ano","Complemento","DataAtualizacao","DataLegislacao","Ementa","Resumo","Origem","Fonte","Observacao","AssuntoGeral","LinkTextoOriginal","LinkTextoAtualizado"
"DNE","7","2026","","07/01/2026","06/01/2026","Declara de utilidade pública, para desapropriação de
pleno domínio,
terreno necessário às obras viárias para
construção da ponte sobre o
Rio Prata, na Rodovia LMG-
844, trecho Queluzito – Casa Grande, no
Município de
Casa Grande","","Executivo","<a href=""https://www.jornalminasgerais.mg.gov.br/edicao-do-dia?dados=%7B%22dataPublicacaoSelecionada%22:%222026-01-07T06:00:00.000Z%22%7D"">Publicação</a> - Minas Gerais Diário do Executivo - 07/01/2026 Pág. 1 Col. 2","","","https://dadosabertos.almg.gov.br/api/v2/legislacao/mineira/DNE/7/2026/documento?conteudo=true&tipoDoc=142",""
"DNE","8","2026","","07/01/2026","06/01/2026","Declara de utilidade pública, para constituição de servidão, terreno
necessário à extensão da Rede de Distribuição Rural Rio Paranaíba, de
13,8 kV, do Sistema Cemig, no Município Rio Paranaíba.","","Executivo","<a href=""https://www.jornalminasgerais.mg.gov.br/edicao-do-dia?dados=%7B%22dataPublicacaoSelecionada%22:%222026-01-07T06:00:00.000Z%22%7D"">Publicação</a> - Minas Gerais Diário do Executivo - 07/01/2026 Pág. 2 Col. 1","","","https://dadosabertos.almg.gov.br/api/v2/legislacao/mineira/DNE/8/2026/documento?conteudo=true&tipoDoc=142",""
"LEI","25681","2026","","07/01/2026","06/01/2026","Institui o Dia do Heavy Metal de Minas Gerais.","","Legislativo","<a href=""https://www.jornalminasgerais.mg.gov.br/edicao-do-dia?dados=%7B%22dataPublicacaoSelecionada%22:%222026-01-07T06:00:00.000Z%22%7D"">Publicação</a> - Minas Gerais Diário do Executivo - 07/01/2026 Pág. 1 Col. 2","","","https://dadosabertos.almg.gov.br/api/v2/legislacao/mineira/LEI/25681/2026/documento?conteudo=true&tipoDoc=142",""
"DNE","9","2026","","07/01/2026","06/01/2026","Declara de utilidade pública, para constituição de servidão, terreno
necessário à extensão da Rede de Distribuição Rural Ibiá, de 13,8 kV,
do Sistema Cemig, no Município de Ibiá.","","Executivo","<a href=""https://www.jornalminasgerais.mg.gov.br/edicao-do-dia?dados=%7B%22dataPublicacaoSelecionada%22:%222026-01-07T06:00:00.000Z%22%7D"">Publicação</a> - Minas Gerais Diário do Executivo - 07/01/2026 Pág. 2 Col. 2","","","https://dadosabertos.almg.gov.br/api/v2/legislacao/mineira/DNE/9/2026/documento?conteudo=true&tipoDoc=142",""
"LEI","25682","2026","","07/01/2026","06/01/2026","Reconhece como de relevante interesse cultural do Estado os ritos de
Coroação de Nossa Senhora, celebrados no mês de maio, em Minas Gerais.","","Legislativo","<a href=""https://www.jornalminasgerais.mg.gov.br/edicao-do-dia?dados=%7B%22dataPublicacaoSelecionada%22:%222026-01-07T06:00:00.000Z%22%7D"">Publicação</a> - Minas Gerais Diário do Executivo - 07/01/2026 Pág. 1 Col. 2","","","https://dadosabertos.almg.gov.br/api/v2/legislacao/mineira/LEI/25682/2026/documento?conteudo=true&tipoDoc=142",""
"LEI","25683","2026","","07/01/2026","06/01/2026","Reconhece como de relevante interesse cultural do Estado o modo de
fazer paçoca de carne do Município de Martinho Campos.","","Legislativo","<a href=""https://www.jornalminasgerais.mg.gov.br/edicao-do-dia?dados=%7B%22dataPublicacaoSelecionada%22:%222026-01-07T06:00:00.000Z%22%7D"">Publicação</a> - Minas Gerais Diário do Executivo - 07/01/2026 Pág. 1 Col. 2","","","https://dadosabertos.almg.gov.br/api/v2/legislacao/mineira/LEI/25683/2026/documento?conteudo=true&tipoDoc=142",""
"DNE","10","2026","","07/01/2026","06/01/2026","Declara de utilidade pública, para constituição de servidão, terrenos
necessários à extensão da Rede de Distribuição Rural Paineiras, de 13,8
kV, do Sistema Cemig, no Município de Paineiras.","","Executivo","<a href=""https://www.jornalminasgerais.mg.gov.br/edicao-do-dia?dados=%7B%22dataPublicacaoSelecionada%22:%222026-01-07T06:00:00.000Z%22%7D"">Publicação</a> - Minas Gerais Diário do Executivo - 07/01/2026 Pág. 2 Col. 2","","","https://dadosabertos.almg.gov.br/api/v2/legislacao/mineira/DNE/10/2026/documento?conteudo=true&tipoDoc=142",""
"DNE","11","2026","","07/01/2026","06/01/2026","Declara de utilidade pública, para constituição de servidão, terrenos
necessários à extensão da Rede de Distribuição Rural Divinópolis, de
13,8 kV, do Sistema Cemig, no Município de Divinópolis.","","Executivo","<a href=""https://www.jornalminasgerais.mg.gov.br/edicao-do-dia?dados=%7B%22dataPublicacaoSelecionada%22:%222026-01-07T06:00:00.000Z%22%7D"">Publicação</a> - Minas Gerais Diário do Executivo - 07/01/2026 Pág. 2 Col. 2","","","https://dadosabertos.almg.gov.br/api/v2/legislacao/mineira/DNE/11/2026/documento?conteudo=true&tipoDoc=142",""
"PRT","1","2026","","13/01/2026","06/01/2026","Designa servidores para substituir titulares dos cargos de
procurador-geral, procurador-geral-adjunto, diretor e
secretário-geral-adjunto da Mesa e de funções gratificadas de
gerente-geral e de nível superior.","","Legislativo","<a href=""https://intra.almg.gov.br/export/sites/default/acontece/diario-administrativo/arquivos/2026/01/L20260109.pdf"">Publicação</a> - Diário Administrativo - 09/01/2026 Pág. 1 Col. 1","","","https://dadosabertos.almg.gov.br/api/v2/legislacao/mineira/PRT/1/2026/documento?conteudo=true&tipoDoc=142",""
"LEI","25684","2026","","08/01/2026","07/01/2026","Proíbe o estabelecimento comercial ou de serviços de condicionar a
venda de produto ou a prestação de serviço ao fornecimento de dados
pessoais pelo consumidor.","Veda ao estabelecimento comercial ou de serviços condicionar a
venda de produto ou a prestação de serviço ao fornecimento de
dados pessoais pelo consumidor. A vedação aplica-se a todos os
casos, exceto quando o fornecimento for exigido por lei.","Legislativo","<a href=""https://www.jornalminasgerais.mg.gov.br/edicao-do-dia?dados=%7B%22dataPublicacaoSelecionada%22:%222026-01-08T06:00:00.000Z%22%7D"">Publicação</a> - Minas Gerais Diário do Executivo - 08/01/2026 Pág. 1 Col. 1","","","https://dadosabertos.almg.gov.br/api/v2/legislacao/mineira/LEI/25684/2026/documento?conteudo=true&tipoDoc=142",""
"LEI","25685","2026","","08/01/2026","07/01/2026","Altera a Lei nº 11.553, de 3 de agosto de 1994, que dispõe sobre a ação
do Estado com vistas ao favorecimento da realização de transplantes.","Incentiva a doação e o transplante de órgãos, tecidos e medula
óssea. Objetiva promover a conscientização da população,
ampliar o número de doações e aprimorar o sistema de
transplantes. Para tanto, busca estimular a realização de
campanhas sobre a importância da doação e incentivar parcerias
com municípios e entes públicos ou privados. Fomenta,
adicionalmente, a formação continuada de profissionais da saúde
e a implementação de ações pedagógicas em escolas para
conscientização.","Legislativo","<a href=""https://www.jornalminasgerais.mg.gov.br/edicao-do-dia?dados=%7B%22dataPublicacaoSelecionada%22:%222026-01-08T06:00:00.000Z%22%7D"">Publicação</a> - Minas Gerais Diário do Executivo - 08/01/2026 Pág. 1 Col. 1","","","https://dadosabertos.almg.gov.br/api/v2/legislacao/mineira/LEI/25685/2026/documento?conteudo=true&tipoDoc=142",""
"LEI","25690","2026","","08/01/2026","07/01/2026","Reconhece como de relevante interesse cultural do Estado a cultura
muladeira.","","Legislativo","<a href=""https://www.jornalminasgerais.mg.gov.br/edicao-do-dia?dados=%7B%22dataPublicacaoSelecionada%22:%222026-01-08T06:00:00.000Z%22%7D"">Publicação</a> - Minas Gerais Diário do Executivo - 08/01/2026 Pág. 2 Col. 1","","","https://dadosabertos.almg.gov.br/api/v2/legislacao/mineira/LEI/25690/2026/documento?conteudo=true&tipoDoc=142",""
"LEI","25686","2026","","22/01/2026","07/01/2026","Dá denominação à escola estadual de ensino médio localizada no Bairro
Darcy Ribeiro, no Município de Contagem.","","Legislativo","<a href=""https://www.jornalminasgerais.mg.gov.br/edicao-do-dia?dados=%7B%22dataPublicacaoSelecionada%22:%222026-01-08T06:00:00.000Z%22%7D"">Publicação</a> - Minas Gerais Diário do Executivo - 08/01/2026 Pág. 1 Col. 2","","","https://dadosabertos.almg.gov.br/api/v2/legislacao/mineira/LEI/25686/2026/documento?conteudo=true&tipoDoc=142",""
"LEI","25687","2026","","08/01/2026","07/01/2026","Autoriza o Poder Executivo a doar ao Município de Oliveira os imóveis
que especifica.","","Legislativo","<a href=""https://www.jornalminasgerais.mg.gov.br/edicao-do-dia?dados=%7B%22dataPublicacaoSelecionada%22:%222026-01-08T06:00:00.000Z%22%7D"">Publicação</a> - Minas Gerais Diário do Executivo - 08/01/2026 Pág. 1 Col. 2","","","https://dadosabertos.almg.gov.br/api/v2/legislacao/mineira/LEI/25687/2026/documento?conteudo=true&tipoDoc=142",""
"LEI","25688","2026","","08/01/2026","07/01/2026","Autoriza o Poder Executivo a doar ao Município de Divisa Nova os
imóveis que especifica.","","Legislativo","<a href=""https://www.jornalminasgerais.mg.gov.br/edicao-do-dia?dados=%7B%22dataPublicacaoSelecionada%22:%222026-01-08T06:00:00.000Z%22%7D"">Publicação</a> - Minas Gerais Diário do Executivo - 08/01/2026 Pág. 1 Col. 2","","","https://dadosabertos.almg.gov.br/api/v2/legislacao/mineira/LEI/25688/2026/documento?conteudo=true&tipoDoc=142",""
"LEI","25691","2026","","08/01/2026","07/01/2026","Autoriza o Departamento de Estradas de Rodagem do Estado de Minas
Gerais – DER-MG – a doar ao Município de Bom Jesus do Amparo o imóvel
que especifica e dá outras providências.","","Legislativo","<a href=""https://www.jornalminasgerais.mg.gov.br/edicao-do-dia?dados=%7B%22dataPublicacaoSelecionada%22:%222026-01-08T06:00:00.000Z%22%7D"">Publicação</a> - Minas Gerais Diário do Executivo - 08/01/2026 Pág. 2 Col. 1","","","https://dadosabertos.almg.gov.br/api/v2/legislacao/mineira/LEI/25691/2026/documento?conteudo=true&tipoDoc=142",""
"LEI","25689","2026","","08/01/2026","07/01/2026","Autoriza o Poder Executivo a doar ao Município de Galileia o imóvel que
especifica.","","Legislativo","<a href=""https://www.jornalminasgerais.mg.gov.br/edicao-do-dia?dados=%7B%22dataPublicacaoSelecionada%22:%222026-01-08T06:00:00.000Z%22%7D"">Publicação</a> - Minas Gerais Diário do Executivo - 08/01/2026 Pág. 2 Col. 1","","","https://dadosabertos.almg.gov.br/api/v2/legislacao/mineira/LEI/25689/2026/documento?conteudo=true&tipoDoc=142",""
"DNE","12","2026","","08/01/2026","07/01/2026","Declara de utilidade pública, para constituição de servidão, terreno
necessário à extensão da Rede de Distribuição Rural Capitólio, de 13,8
kV, do Sistema Cemig, no Município de Capitólio.","","Executivo","<a href=""https://www.jornalminasgerais.mg.gov.br/edicao-do-dia?dados=%7B%22dataPublicacaoSelecionada%22:%222026-01-08T06:00:00.000Z%22%7D"">Publicação</a> - Minas Gerais Diário do Executivo - 08/01/2026 Pág. 2 Col. 1","","","https://dadosabertos.almg.gov.br/api/v2/legislacao/mineira/DNE/12/2026/documento?conteudo=true&tipoDoc=142",""
"DNE","13","2026","","08/01/2026","07/01/2026","Declara de utilidade pública, para constituição de servidão, terrenos
necessários à extensão da Rede de Distribuição Rural São Sebastião do
Oeste, de 13,8 kV, do Sistema Cemig, no Município de São Sebastião do
Oeste.","","Executivo","<a href=""https://www.jornalminasgerais.mg.gov.br/edicao-do-dia?dados=%7B%22dataPublicacaoSelecionada%22:%222026-01-08T06:00:00.000Z%22%7D"">Publicação</a> - Minas Gerais Diário do Executivo - 08/01/2026 Pág. 2 Col. 2","","","https://dadosabertos.almg.gov.br/api/v2/legislacao/mineira/DNE/13/2026/documento?conteudo=true&tipoDoc=142",""
"DNE","14","2026","","08/01/2026","07/01/2026","Declara de utilidade pública, para constituição de servidão, terreno
necessário à extensão da Rede de Distribuição Rural Juiz de Fora, de
13,8 kV, do Sistema Cemig, no Município de Juiz de Fora.","","Executivo","<a href=""https://www.jornalminasgerais.mg.gov.br/edicao-do-dia?dados=%7B%22dataPublicacaoSelecionada%22:%222026-01-08T06:00:00.000Z%22%7D"">Publicação</a> - Minas Gerais Diário do Executivo - 08/01/2026 Pág. 2 Col. 2","","","https://dadosabertos.almg.gov.br/api/v2/legislacao/mineira/DNE/14/2026/documento?conteudo=true&tipoDoc=142",""
"DNE","15","2026","","08/01/2026","07/01/2026","Declara de utilidade pública, para constituição de servidão, terreno
necessário à instalação da Linha de Distribuição Nova Ponte 1 – Nova
Ponte 4, circuito compartilhado com Linha de Distribuição Iraí de Minas
– Nova Ponte 4, de 138 kV, do Sistema Cemig, no Município de Nova Ponte.","","Executivo","<a href=""https://www.jornalminasgerais.mg.gov.br/edicao-do-dia?dados=%7B%22dataPublicacaoSelecionada%22:%222026-01-08T06:00:00.000Z%22%7D"">Publicação</a> - Minas Gerais Diário do Executivo - 08/01/2026 Pág. 3 Col. 1","","","https://dadosabertos.almg.gov.br/api/v2/legislacao/mineira/DNE/15/2026/documento?conteudo=true&tipoDoc=142",""
"DEC","49159","2026","","09/01/2026","08/01/2026","Dispõe sobre o processo de classificação da condição de dependência das
empresas estatais controladas pelo Estado.","Estabelece o processo pelo qual o Estado classifica as empresas
estatais que controla como dependentes ou não dependentes, para
fins de governança e de cumprimento das regras da Lei de
Responsabilidade Fiscal – LRF. Impõe às estatais não
dependentes que receberem transferências do Tesouro a obrigação
de informar ao Comitê de Coordenação e Governança de Estatais —
CCGE — as transferências recebidas, a aplicação dos recursos e
a existência de dívidas vencidas com entes da Administração
Pública e correlatos; e, se essas informações indicarem
dependência, determina que ele intime a empresa a apresentar,
em prazo definido, um Plano de Recuperação Econômico-Financeira
— PREF —, que será analisado, com possibilidade de ajustes e
exigência de manifestação prévia da Secretaria de Estado de
Finanças – SEF – e da Secretaria de Estado de Planejamento e
Gestão – Seplag – sobre efeitos fiscais e orçamentários.
Disciplina, ainda, obrigações adicionais para as empresas
classificadas como dependentes, como limites constitucionais e
da LRF, uso de sistemas corporativos do Executivo para execução
orçamentária/financeira e prestação de informações e revisão de
estruturas de pessoal e planos de carreiras. Fixa ainda
restrição para novo PREF por prazo determinado para empresas
não dependentes que já tenham sido submetidas ao plano, e
autoriza pedido de reclassificação por empresa dependente após
dois exercícios sem subvenção, mediante plano de
sustentabilidade. Por fim, altera o decreto que dispõe sobre o
Comitê de Coordenação e Governança de Estatais, ajustando itens
sujeitos à apreciação do CCGE, dispensando sua manifestação
prévia em contratação específica do Banco de Desenvolvimento de
Minas Gerais – BDMG – e permitindo representação por suplente
nas reuniões do CCGE.","Executivo","<a href=""https://www.jornalminasgerais.mg.gov.br/edicao-do-dia?dados=%7B%22dataPublicacaoSelecionada%22:%222026-01-09T06:00:00.000Z%22%7D"">Publicação</a> - Minas Gerais Diário do Executivo - 09/01/2026 Pág. 1 Col. 1","","","https://dadosabertos.almg.gov.br/api/v2/legislacao/mineira/DEC/49159/2026/documento?conteudo=true&tipoDoc=142",""
"DNE","16","2026","","09/01/2026","08/01/2026","Declara de utilidade pública, nos termos do disposto na alínea “b” do
inciso VII do art. 3º da Lei Federal nº 11.428, de 22 de dezembro de
2006, e na alínea “b” do inciso VIII do art. 3º e no art. 8º, ambos da
Lei Federal nº 12.651, de 25 de maio de 2012, a obra de infraestrutura
para implantação do trecho do interceptor Córrego Bicas, pertencente ao
sistema de esgotamento sanitário do Município de Cabo Verde.","","Executivo","<a href=""https://www.jornalminasgerais.mg.gov.br/edicao-do-dia?dados=%7B%22dataPublicacaoSelecionada%22:%222026-01-09T06:00:00.000Z%22%7D"">Publicação</a> - Minas Gerais Diário do Executivo - 09/01/2026 Pág. 2 Col. 1","","","https://dadosabertos.almg.gov.br/api/v2/legislacao/mineira/DNE/16/2026/documento?conteudo=true&tipoDoc=142",""
"DNE","17","2026","","09/01/2026","08/01/2026","Declara de utilidade pública, nos termos do disposto na alínea “b” do
inciso VII do art. 3º da Lei Federal nº 11.428, de 22 de dezembro de
2006, e na alínea “b” do inciso VIII do art. 3º e no art. 8º, ambos da
Lei Federal nº 12.651, de 25 de maio de 2012, as obras de melhoria e
pavimentação (implantação de terceira faixa) da Rodovia MG-235, trecho
São Gotardo – Entroncamento LMG-764 (Matutina), no Município de São
Gotardo.","","Executivo","<a href=""https://www.jornalminasgerais.mg.gov.br/edicao-do-dia?dados=%7B%22dataPublicacaoSelecionada%22:%222026-01-09T06:00:00.000Z%22%7D"">Publicação</a> - Minas Gerais Diário do Executivo - 09/01/2026 Pág. 2 Col. 1","","","https://dadosabertos.almg.gov.br/api/v2/legislacao/mineira/DNE/17/2026/documento?conteudo=true&tipoDoc=142",""
"DNE","18","2026","","09/01/2026","08/01/2026","Declara de utilidade pública, para desapropriação de pleno domínio,
terrenos necessários às obras viárias de implantação de ponte e
variante sobre o Rio Paraopeba, nos Municípios de Inhaúma e Papagaios.","","Executivo","<a href=""https://www.jornalminasgerais.mg.gov.br/edicao-do-dia?dados=%7B%22dataPublicacaoSelecionada%22:%222026-01-09T06:00:00.000Z%22%7D"">Publicação</a> - Minas Gerais Diário do Executivo - 09/01/2026 Pág. 2 Col. 2","","","https://dadosabertos.almg.gov.br/api/v2/legislacao/mineira/DNE/18/2026/documento?conteudo=true&tipoDoc=142",""
"DNE","19","2026","","13/01/2026","08/01/2026","Declara de utilidade pública, para desapropriação de pleno domínio,
terreno necessário às obras viárias para melhoramentos e pavimentação
no trecho Santa Rita do Itueto – entroncamento BR-259 (Resplendor), no
Município de Santa Rita do Itueto.","","Executivo","<a href=""https://www.jornalminasgerais.mg.gov.br/edicao-do-dia?dados=%7B%22dataPublicacaoSelecionada%22:%222026-01-09T06:00:00.000Z%22%7D"">Publicação</a> - Minas Gerais Diário do Executivo - 09/01/2026 Pág. 3 Col. 1","","","https://dadosabertos.almg.gov.br/api/v2/legislacao/mineira/DNE/19/2026/documento?conteudo=true&tipoDoc=142",""
"DNE","20","2026","","09/01/2026","08/01/2026","Declara de utilidade pública, para desapropriação de pleno domínio,
terrenos necessários às obras viárias para complementação da
implantação, melhoramento e pavimentação da Rodovia LMG-746, trecho
Monte Carmelo – Chapada de Minas, no Município de Monte Carmelo.","","Executivo","<a href=""https://www.jornalminasgerais.mg.gov.br/edicao-do-dia?dados=%7B%22dataPublicacaoSelecionada%22:%222026-01-09T06:00:00.000Z%22%7D"">Publicação</a> - Minas Gerais Diário do Executivo - 09/01/2026 Pág. 9 Col. 2","","","https://dadosabertos.almg.gov.br/api/v2/legislacao/mineira/DNE/20/2026/documento?conteudo=true&tipoDoc=142",""
"DNE","21","2026","","09/01/2026","08/01/2026","Reconhece o Decreto Municipal nº 2, de 7 de janeiro de 2026, do
Prefeito Municipal de Açucena, que declarou SITUAÇÃO DE EMERGÊNCIA nas
áreas do município afetadas por Chuvas Intensas – 1.3.2.1.4.","","Executivo","<a href=""https://www.jornalminasgerais.mg.gov.br/edicao-do-dia?dados=%7B%22dataPublicacaoSelecionada%22:%222026-01-09T06:00:00.000Z%22%7D"">Publicação</a> - Minas Gerais Diário do Executivo - 09/01/2026 Pág. 10 Col. 1","","","https://dadosabertos.almg.gov.br/api/v2/legislacao/mineira/DNE/21/2026/documento?conteudo=true&tipoDoc=142",""
"DEC","49160","2026","","12/01/2026","09/01/2026","Dispõe sobre o Comitê Gestor do Zoneamento Ambiental Produtivo e dá
outras providências.","Estabelece a organização, o funcionamento e as competências do
Comitê Gestor do Zoneamento Ambiental e Produtivo – CGZAP –,
define os conceitos de Zoneamento Ambiental e Produtivo – ZAP –
e de sub-bacia hidrográfica, e atribui ao Comitê a definição, a
revisão, a análise, a aprovação e a divulgação dos estudos,
metodologias, critérios e procedimentos do ZAP. Dispõe ainda
sobre a composição, a coordenação, o processo decisório, o
funcionamento das reuniões e o regimento interno do colegiado.
Revoga a norma que estabelecia a Metodologia Mineira de
Caracterização Socioeconômica e Ambiental de Sub-bacias
Hidrográficas e dispositivo da política estadual de agricultura
irrigada sustentável que vedava o reconhecimento de utilidade
pública para obras de infraestrutura de irrigação em áreas
ocupadas por culturas agrícolas, florestais, ornamentais,
pastagens e por atividades agropecuárias afins, ainda que
irrigadas.","Executivo","<a href=""https://www.jornalminasgerais.mg.gov.br/edicao-do-dia?dados=%7B%22dataPublicacaoSelecionada%22:%222026-01-10T06:00:00.000Z%22%7D"">Publicação</a> - Minas Gerais Diário do Executivo - 10/01/2026 Pág. 1 Col. 2","","","https://dadosabertos.almg.gov.br/api/v2/legislacao/mineira/DEC/49160/2026/documento?conteudo=true&tipoDoc=142",""
"DNE","22","2026","","12/01/2026","09/01/2026","Reconhece o Decreto Municipal nº 215, de 16 de dezembro de 2025, do
Prefeito Municipal de Matipó, que declarou SITUAÇÃO DE EMERGÊNCIA nas
áreas do município afetadas por Chuvas Intensas – 1.3.2.1.4.","","Executivo","<a href=""https://www.jornalminasgerais.mg.gov.br/edicao-do-dia?dados=%7B%22dataPublicacaoSelecionada%22:%222026-01-10T06:00:00.000Z%22%7D"">Publicação</a> - Minas Gerais Diário do Executivo - 10/01/2026 Pág. 2 Col. 1","","","https://dadosabertos.almg.gov.br/api/v2/legislacao/mineira/DNE/22/2026/documento?conteudo=true&tipoDoc=142",""
